timestamp_wat,asset,signal,confidence,price,analysis,confirms,meta,result,result_time_wat
2025-10-23 13:09:53,TSLA,BUY,86,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",❌ LOSS,2025-10-23 13:09:53
2025-10-23 13:12:25,XRP/USD,SELL,98,2.38689,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 2.3907394396589527, ""ema_slow"": 2.392655519980906, ""macd_hist"": -0.00021136668180467776, ""rsi"": 25.89508689256448, ""atr"": 0.00167087117485472, ""psar"": 2.3930290000000003}",,
2025-10-23 13:14:26,XRP/USD,SELL,98,2.38689,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 2.3907394396589527, ""ema_slow"": 2.392655519980906, ""macd_hist"": -0.00021136668180467776, ""rsi"": 25.89508689256448, ""atr"": 0.00167087117485472, ""psar"": 2.3930290000000003}",✅ WIN,2025-10-23 13:14:26
2025-10-23 13:17:00,GBP/USD,SELL,87,1.33378,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.33386605508788, ""ema_slow"": 1.3338780965442836, ""macd_hist"": -1.6025318097364384e-05, ""rsi"": 43.55678269942411, ""atr"": 5.9254783906505754e-05, ""psar"": 1.334043808}",,
2025-10-23 13:19:02,GBP/USD,SELL,87,1.33378,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.33386605508788, ""ema_slow"": 1.3338780965442836, ""macd_hist"": -1.6025318097364384e-05, ""rsi"": 43.55678269942411, ""atr"": 5.9254783906505754e-05, ""psar"": 1.334043808}",✅ WIN,2025-10-23 13:19:02
2025-10-23 13:21:54,AUD/USD,SELL,90,0.65006822,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.6503793345960136, ""ema_slow"": 0.6504583868944034, ""macd_hist"": -1.7697216975223545e-05, ""rsi"": 28.849608429875815, ""atr"": 7.675730858392965e-05, ""psar"": 0.6505183351082351}",,
2025-10-23 13:23:57,AUD/USD,SELL,90,0.65006822,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.6503793345960136, ""ema_slow"": 0.6504583868944034, ""macd_hist"": -1.7697216975223545e-05, ""rsi"": 28.849608429875815, ""atr"": 7.675730858392965e-05, ""psar"": 0.6505183351082351}",❌ LOSS,2025-10-23 13:23:57
2025-10-23 13:27:05,USD/CAD,SELL,87,1.3989,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.3992942133301307, ""ema_slow"": 1.3993680013171177, ""macd_hist"": -3.1957077211934585e-05, ""rsi"": 40.62391560211555, ""atr"": 0.0005389534060158139, ""psar"": 1.3997203}",,
2025-10-23 13:29:07,USD/CAD,SELL,87,1.3989,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.3992942133301307, ""ema_slow"": 1.3993680013171177, ""macd_hist"": -3.1957077211934585e-05, ""rsi"": 40.62391560211555, ""atr"": 0.0005389534060158139, ""psar"": 1.3997203}",❌ LOSS,2025-10-23 13:29:07
2025-10-23 13:35:26,USD/CHF,SELL,90,0.79733002,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7975601793649968, ""ema_slow"": 0.797716121510423, ""macd_hist"": -5.335044531689997e-05, ""rsi"": 27.063806974999366, ""atr"": 0.0001588355127976791, ""psar"": 0.7978663887358439}",,
2025-10-23 13:37:27,USD/CHF,SELL,90,0.79733002,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7975601793649968, ""ema_slow"": 0.797716121510423, ""macd_hist"": -5.335044531689997e-05, ""rsi"": 27.063806974999366, ""atr"": 0.0001588355127976791, ""psar"": 0.7978663887358439}",❌ LOSS,2025-10-23 13:37:27
2025-10-23 13:40:29,BTC/USD,SELL,89,108973.01,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 108970.14593921689, ""ema_slow"": 109014.73254073768, ""macd_hist"": -9.700639394641264, ""rsi"": 45.539968005953924, ""atr"": 86.32057065163234, ""psar"": 109023.75880942709}",,
2025-10-23 13:42:34,BTC/USD,SELL,89,108973.01,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 108970.14593921689, ""ema_slow"": 109014.73254073768, ""macd_hist"": -9.700639394641264, ""rsi"": 45.539968005953924, ""atr"": 86.32057065163234, ""psar"": 109023.75880942709}",❌ LOSS,2025-10-23 13:42:34
2025-10-23 13:45:30,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",,
2025-10-23 13:47:32,NVDA,BUY,98,180.28999,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 180.0868694342957, ""ema_slow"": 179.96637982981355, ""macd_hist"": 0.007543909220707273, ""rsi"": 67.26827980427683, ""atr"": 0.18538800202274894, ""psar"": 179.86378575937428}",❌ LOSS,2025-10-23 13:47:32
2025-10-23 13:50:39,TSLA,BUY,89,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",,
2025-10-23 13:52:41,TSLA,BUY,89,438.84,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 438.568549076562, ""ema_slow"": 438.26740987975114, ""macd_hist"": 0.0937063918542983, ""rsi"": 58.3579455780904, ""atr"": 0.6146887033399422, ""psar"": 437.44336067189636}",❌ LOSS,2025-10-23 13:52:41
2025-10-23 13:55:02,MSFT,BUY,90,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",,
2025-10-23 13:57:06,MSFT,BUY,90,520.47998,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 520.4184648161793, ""ema_slow"": 520.3514612545748, ""macd_hist"": 0.011194472794028063, ""rsi"": 53.182398877539526, ""atr"": 0.39371578105879335, ""psar"": 519.6799183024799}",❌ LOSS,2025-10-23 13:57:06
2025-10-23 14:00:18,ETH/USD,SELL,86,3847.4,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 3847.503795807927, ""ema_slow"": 3848.9195937536906, ""macd_hist"": -0.3755084542570444, ""rsi"": 46.08670921323658, ""atr"": 3.1553634478358745, ""psar"": 3854.3111186700694}",,
2025-10-23 14:02:20,ETH/USD,SELL,86,3847.4,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 3847.503795807927, ""ema_slow"": 3848.9195937536906, ""macd_hist"": -0.3755084542570444, ""rsi"": 46.08670921323658, ""atr"": 3.1553634478358745, ""psar"": 3854.3111186700694}",✅ WIN,2025-10-23 14:02:20
2025-10-23 14:06:23,USD/CAD,SELL,86,1.39884,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.3990336716772722, ""ema_slow"": 1.3991308118027224, ""macd_hist"": -3.855953693309443e-05, ""rsi"": 41.795426566369095, ""atr"": 0.0005526104350129876, ""psar"": 1.3995332179199997}",,
2025-10-23 14:08:35,USD/CAD,SELL,86,1.39884,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 1.3990336716772722, ""ema_slow"": 1.3991308118027224, ""macd_hist"": -3.855953693309443e-05, ""rsi"": 41.795426566369095, ""atr"": 0.0005526104350129876, ""psar"": 1.3995332179199997}",✅ WIN,2025-10-23 14:08:35
2025-10-23 14:11:37,XAU/USD,BUY,98,4138.19,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 4134.870541691994, ""ema_slow"": 4132.024491433176, ""macd_hist"": 0.31573936588871776, ""rsi"": 66.28748767415246, ""atr"": 2.292734765662792, ""psar"": 4130.899395607182}",,
2025-10-23 14:13:39,XAU/USD,BUY,98,4138.19,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 4134.870541691994, ""ema_slow"": 4132.024491433176, ""macd_hist"": 0.31573936588871776, ""rsi"": 66.28748767415246, ""atr"": 2.292734765662792, ""psar"": 4130.899395607182}",❌ LOSS,2025-10-23 14:13:39
2025-10-23 14:18:27,EUR/GBP,BUY,89,0.86936003,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8692701079792193, ""ema_slow"": 0.8692682365412107, ""macd_hist"": 8.80092572316803e-06, ""rsi"": 56.17441784350515, ""atr"": 0.00011770716091342056, ""psar"": 0.8691532507378623}",,
2025-10-23 14:20:38,EUR/GBP,BUY,89,0.86936003,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8692701079792193, ""ema_slow"": 0.8692682365412107, ""macd_hist"": 8.80092572316803e-06, ""rsi"": 56.17441784350515, ""atr"": 0.00011770716091342056, ""psar"": 0.8691532507378623}",✅ WIN,2025-10-23 14:20:38
2025-10-23 14:23:08,AAPL,BUY,88,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",,
2025-10-23 14:25:11,AAPL,BUY,88,258.42999,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 258.34132647467186, ""ema_slow"": 258.1049926085195, ""macd_hist"": 0.03268830343415852, ""rsi"": 66.70897887711018, ""atr"": 0.2212921479284202, ""psar"": 258.0382666269268}",❌ LOSS,2025-10-23 14:25:11
2025-10-23 14:27:36,USD/CHF,SELL,90,0.79663998,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7967958094998, ""ema_slow"": 0.7968755702864985, ""macd_hist"": -3.5271420473164595e-05, ""rsi"": 33.906053831208126, ""atr"": 0.00015227529447872914, ""psar"": 0.7970166995940062}",,
2025-10-23 14:29:47,USD/CHF,SELL,90,0.79663998,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7967958094998, ""ema_slow"": 0.7968755702864985, ""macd_hist"": -3.5271420473164595e-05, ""rsi"": 33.906053831208126, ""atr"": 0.00015227529447872914, ""psar"": 0.7970166995940062}",❌ LOSS,2025-10-23 14:29:47
2025-10-23 14:33:05,TSLA,SELL,98,417.06,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 431.1758714089998, ""ema_slow"": 434.7677767601253, ""macd_hist"": -2.0368877952048177, ""rsi"": 9.143763303337408, ""atr"": 2.2107519942149585, ""psar"": 439.1481}",,
2025-10-23 14:35:07,TSLA,SELL,98,417.06,EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 431.1758714089998, ""ema_slow"": 434.7677767601253, ""macd_hist"": -2.0368877952048177, ""rsi"": 9.143763303337408, ""atr"": 2.2107519942149585, ""psar"": 439.1481}",✅ WIN,2025-10-23 14:35:07
2025-10-23 14:38:54,EUR/USD,BUY,87,1.16103,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.1606000851862204, ""ema_slow"": 1.1603987202359014, ""macd_hist"": 6.8728151103077e-05, ""rsi"": 79.11990839482863, ""atr"": 0.0001705572904411446, ""psar"": 1.160350558160455}",,
2025-10-23 14:40:57,EUR/USD,BUY,87,1.16103,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.1606000851862204, ""ema_slow"": 1.1603987202359014, ""macd_hist"": 6.8728151103077e-05, ""rsi"": 79.11990839482863, ""atr"": 0.0001705572904411446, ""psar"": 1.160350558160455}",❌ LOSS,2025-10-23 14:40:57
2025-10-23 14:45:36,LTC/USD,SELL,89,93.67,EMA fast>slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 93.6164641063491, ""ema_slow"": 93.50934991794463, ""macd_hist"": -0.008877585297325935, ""rsi"": 60.01494500900361, ""atr"": 0.14826877455864526, ""psar"": 93.81118640949376}",,
2025-10-23 14:47:44,LTC/USD,SELL,89,93.67,EMA fast>slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 93.6164641063491, ""ema_slow"": 93.50934991794463, ""macd_hist"": -0.008877585297325935, ""rsi"": 60.01494500900361, ""atr"": 0.14826877455864526, ""psar"": 93.81118640949376}",✅ WIN,2025-10-23 14:47:44
2025-10-23 14:49:59,AUD/USD,BUY,87,0.65129608,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.6512009365229888, ""ema_slow"": 0.6510833939567842, ""macd_hist"": 2.8169262717327582e-06, ""rsi"": 62.5668818777117, ""atr"": 8.094749118255417e-05, ""psar"": 0.650982548070355}",,
2025-10-23 14:52:01,AUD/USD,BUY,87,0.65129608,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.6512009365229888, ""ema_slow"": 0.6510833939567842, ""macd_hist"": 2.8169262717327582e-06, ""rsi"": 62.5668818777117, ""atr"": 8.094749118255417e-05, ""psar"": 0.650982548070355}",✅ WIN,2025-10-23 14:52:01
2025-10-23 14:55:43,BTC/USD,BUY,98,109601.03,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 109522.3866849, ""ema_slow"": 109438.0375069076, ""macd_hist"": 3.5245797827362964, ""rsi"": 60.97667326354917, ""atr"": 124.1205204579688, ""psar"": 109252.45857182721}",,
2025-10-23 14:57:45,BTC/USD,BUY,98,109601.03,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 109522.3866849, ""ema_slow"": 109438.0375069076, ""macd_hist"": 3.5245797827362964, ""rsi"": 60.97667326354917, ""atr"": 124.1205204579688, ""psar"": 109252.45857182721}",❌ LOSS,2025-10-23 14:57:45
2025-10-23 15:00:19,XRP/USD,BUY,90,2.40225,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 2.400413863871175, ""ema_slow"": 2.400066136677268, ""macd_hist"": -0.0003179322767514158, ""rsi"": 53.95132628133281, ""atr"": 0.0036598451727332384, ""psar"": 2.39136}",,
2025-10-23 15:02:20,XRP/USD,BUY,90,2.40225,EMA fast>slow; PSAR below price,3,"{""ema_fast"": 2.400413863871175, ""ema_slow"": 2.400066136677268, ""macd_hist"": -0.0003179322767514158, ""rsi"": 53.95132628133281, ""atr"": 0.0036598451727332384, ""psar"": 2.39136}",❌ LOSS,2025-10-23 15:02:20
2025-10-23 15:04:45,USD/CHF,SELL,87,0.79654002,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7966398495258533, ""ema_slow"": 0.7966634714581378, ""macd_hist"": -1.7627083876008934e-05, ""rsi"": 44.03721670204357, ""atr"": 0.00017405742807778026, ""psar"": 0.7968273632097072}",,
2025-10-23 15:06:55,USD/CHF,SELL,87,0.79654002,Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 0.7966398495258533, ""ema_slow"": 0.7966634714581378, ""macd_hist"": -1.7627083876008934e-05, ""rsi"": 44.03721670204357, ""atr"": 0.00017405742807778026, ""psar"": 0.7968273632097072}",✅ WIN,2025-10-23 15:06:55
2025-10-23 15:11:28,XAU/USD,BUY,86,4154.64,EMA fast>slow; PSAR below price; RSI dropping,3,"{""ema_fast"": 4152.572398663662, ""ema_slow"": 4150.210999184204, ""macd_hist"": 0.6988124270737963, ""rsi"": 61.80865400792869, ""atr"": 2.9534411455433043, ""psar"": 4146.9270327169925}",,
2025-10-23 15:13:40,XAU/USD,BUY,86,4154.64,EMA fast>slow; PSAR below price; RSI dropping,3,"{""ema_fast"": 4152.572398663662, ""ema_slow"": 4150.210999184204, ""macd_hist"": 0.6988124270737963, ""rsi"": 61.80865400792869, ""atr"": 2.9534411455433043, ""psar"": 4146.9270327169925}",❌ LOSS,2025-10-23 15:13:40
2025-10-23 15:18:04,ETH/USD,SELL,98,3830.68,RSI rising from low; EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 3840.8048122319196, ""ema_slow"": 3845.153268169607, ""macd_hist"": -2.143135098929802, ""rsi"": 32.094677620455585, ""atr"": 6.176888194844745, ""psar"": 3853.0965913471996}",,
2025-10-23 15:20:53,ETH/USD,SELL,98,3830.68,RSI rising from low; EMA fast<slow; MACD hist falling; PSAR above price,4,"{""ema_fast"": 3840.8048122319196, ""ema_slow"": 3845.153268169607, ""macd_hist"": -2.143135098929802, ""rsi"": 32.094677620455585, ""atr"": 6.176888194844745, ""psar"": 3853.0965913471996}",❌ LOSS,2025-10-23 15:20:53
2025-10-23 15:23:29,USD/JPY,BUY,86,152.66499,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 152.65436843527712, ""ema_slow"": 152.65067745291668, ""macd_hist"": 0.001834037981812172, ""rsi"": 55.17051421397496, ""atr"": 0.0322581133329788, ""psar"": 152.62339666963206}",,
2025-10-23 15:25:30,USD/JPY,BUY,86,152.66499,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 152.65436843527712, ""ema_slow"": 152.65067745291668, ""macd_hist"": 0.001834037981812172, ""rsi"": 55.17051421397496, ""atr"": 0.0322581133329788, ""psar"": 152.62339666963206}",✅ WIN,2025-10-23 15:25:30
2025-10-23 15:28:48,MSFT,BUY,98,521.875,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 521.4959949943296, ""ema_slow"": 521.4790365020982, ""macd_hist"": 0.04950900619957645, ""rsi"": 55.8822207551146, ""atr"": 0.42949344375492676, ""psar"": 520.7226}",,
2025-10-23 15:30:56,MSFT,BUY,98,521.875,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 521.4959949943296, ""ema_slow"": 521.4790365020982, ""macd_hist"": 0.04950900619957645, ""rsi"": 55.8822207551146, ""atr"": 0.42949344375492676, ""psar"": 520.7226}",❌ LOSS,2025-10-23 15:30:56
2025-10-23 15:38:32,TSLA,SELL,89,422.39,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 423.12836076685886, ""ema_slow"": 423.70543319149454, ""macd_hist"": -0.30076389370078715, ""rsi"": 38.839233733749104, ""atr"": 1.0603387061446992, ""psar"": 425.17435375360003}",,
2025-10-23 15:41:29,TSLA,SELL,89,422.39,EMA fast<slow; PSAR above price,3,"{""ema_fast"": 423.12836076685886, ""ema_slow"": 423.70543319149454, ""macd_hist"": -0.30076389370078715, ""rsi"": 38.839233733749104, ""atr"": 1.0603387061446992, ""psar"": 425.17435375360003}",✅ WIN,2025-10-23 15:41:29
2025-10-23 15:54:29,EUR/GBP,BUY,88,0.87156999,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8713655449590113, ""ema_slow"": 0.8712906478957303, ""macd_hist"": 7.5415580488257515e-06, ""rsi"": 70.93765870046369, ""atr"": 0.00012956099396287094, ""psar"": 0.8712139806000001}",,
2025-10-23 15:58:02,EUR/GBP,BUY,88,0.87156999,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8713655449590113, ""ema_slow"": 0.8712906478957303, ""macd_hist"": 7.5415580488257515e-06, ""rsi"": 70.93765870046369, ""atr"": 0.00012956099396287094, ""psar"": 0.8712139806000001}",❌ LOSS,2025-10-23 15:58:02
2025-10-23 16:10:24,LTC/USD,BUY,90,93.53,MACD hist rising; PSAR below price; EMA fast<slow,3,"{""ema_fast"": 93.47080039688885, ""ema_slow"": 93.48789534791409, ""macd_hist"": 0.0042183070265769534, ""rsi"": 52.795889758160314, ""atr"": 0.09479727034472478, ""psar"": 93.35908799999999}",,
2025-10-23 16:17:17,LTC/USD,BUY,90,93.53,MACD hist rising; PSAR below price; EMA fast<slow,3,"{""ema_fast"": 93.47080039688885, ""ema_slow"": 93.48789534791409, ""macd_hist"": 0.0042183070265769534, ""rsi"": 52.795889758160314, ""atr"": 0.09479727034472478, ""psar"": 93.35908799999999}",✅ WIN,2025-10-23 16:17:17
2025-10-23 16:26:35,AAPL,BUY,87,259.34,EMA fast>slow; MACD hist rising; PSAR above price,3,"{""ema_fast"": 259.23471939984034, ""ema_slow"": 259.2124305435438, ""macd_hist"": 0.029919030636964244, ""rsi"": 56.09800109578322, ""atr"": 0.1337550220822429, ""psar"": 259.4343371255022}",,
2025-10-23 16:28:47,AAPL,BUY,87,259.34,EMA fast>slow; MACD hist rising; PSAR above price,3,"{""ema_fast"": 259.23471939984034, ""ema_slow"": 259.2124305435438, ""macd_hist"": 0.029919030636964244, ""rsi"": 56.09800109578322, ""atr"": 0.1337550220822429, ""psar"": 259.4343371255022}",❌ LOSS,2025-10-23 16:28:47
2025-10-23 16:31:42,NVDA,BUY,98,182.13,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 181.93847715541682, ""ema_slow"": 181.93517363514542, ""macd_hist"": 0.02266186628599403, ""rsi"": 59.421414735136935, ""atr"": 0.15557689495886556, ""psar"": 181.6695860057571}",,
2025-10-23 16:34:09,NVDA,BUY,98,182.13,EMA fast>slow; MACD hist rising; PSAR below price,4,"{""ema_fast"": 181.93847715541682, ""ema_slow"": 181.93517363514542, ""macd_hist"": 0.02266186628599403, ""rsi"": 59.421414735136935, ""atr"": 0.15557689495886556, ""psar"": 181.6695860057571}",✅ WIN,2025-10-23 16:34:09
2025-10-23 16:37:28,ETH/USD,BUY,98,3876.09,EMA fast>slow; MACD hist rising; PSAR below price; RSI dropping,4,"{""ema_fast"": 3867.5772851086067, ""ema_slow"": 3861.7281628680357, ""macd_hist"": 2.0556473142899563, ""rsi"": 70.07469416517924, ""atr"": 4.904878698175834, ""psar"": 3855.5030767266817}",,
2025-10-23 16:39:48,ETH/USD,BUY,98,3876.09,EMA fast>slow; MACD hist rising; PSAR below price; RSI dropping,4,"{""ema_fast"": 3867.5772851086067, ""ema_slow"": 3861.7281628680357, ""macd_hist"": 2.0556473142899563, ""rsi"": 70.07469416517924, ""atr"": 4.904878698175834, ""psar"": 3855.5030767266817}",❌ LOSS,2025-10-23 16:39:48
2025-10-23 16:42:11,AUD/USD,BUY,86,0.65159315,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.651544460634981, ""ema_slow"": 0.6515352895693305, ""macd_hist"": 7.470324304557372e-06, ""rsi"": 52.32835395707887, ""atr"": 0.00010921306138307926, ""psar"": 0.6512444263279895}",,
2025-10-23 16:44:12,AUD/USD,BUY,86,0.65159315,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.651544460634981, ""ema_slow"": 0.6515352895693305, ""macd_hist"": 7.470324304557372e-06, ""rsi"": 52.32835395707887, ""atr"": 0.00010921306138307926, ""psar"": 0.6512444263279895}",✅ WIN,2025-10-23 16:44:12
2025-10-23 16:47:06,USD/CAD,BUY,90,1.39995,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.399754795058346, ""ema_slow"": 1.399684478391346, ""macd_hist"": 2.3338700538715788e-05, ""rsi"": 58.30538815218281, ""atr"": 0.0005596496050733516, ""psar"": 1.3992341056191078}",,
2025-10-23 16:49:08,USD/CAD,BUY,90,1.39995,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 1.399754795058346, ""ema_slow"": 1.399684478391346, ""macd_hist"": 2.3338700538715788e-05, ""rsi"": 58.30538815218281, ""atr"": 0.0005596496050733516, ""psar"": 1.3992341056191078}",✅ WIN,2025-10-23 16:49:08
2025-10-23 16:51:40,XAU/USD,SELL,87,4139.34,RSI rising from low; Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 4140.790091477316, ""ema_slow"": 4142.127330701015, ""macd_hist"": -0.21565096566561381, ""rsi"": 37.34674053031428, ""atr"": 1.737876233059161, ""psar"": 4147.567467668449}",,
2025-10-23 16:53:41,XAU/USD,SELL,87,4139.34,RSI rising from low; Low ATR; EMA fast<slow; MACD hist falling; PSAR above price,3,"{""ema_fast"": 4140.790091477316, ""ema_slow"": 4142.127330701015, ""macd_hist"": -0.21565096566561381, ""rsi"": 37.34674053031428, ""atr"": 1.737876233059161, ""psar"": 4147.567467668449}",❌ LOSS,2025-10-23 16:53:41
2025-10-23 16:56:13,EUR/GBP,BUY,86,0.87158,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8714988965535042, ""ema_slow"": 0.8714803204054002, ""macd_hist"": 3.206707081464267e-05, ""rsi"": 56.296454659667646, ""atr"": 0.00012536010037539103, ""psar"": 0.8711695712}",,
2025-10-23 16:58:16,EUR/GBP,BUY,86,0.87158,EMA fast>slow; MACD hist rising; PSAR below price; Low ATR,3,"{""ema_fast"": 0.8714988965535042, ""ema_slow"": 0.8714803204054002, ""macd_hist"": 3.206707081464267e-05, ""rsi"": 56.296454659667646, ""atr"": 0.00012536010037539103, ""psar"": 0.8711695712}",✅ WIN,2025-10-23 16:58:16
2025-10-23 17:01:06,BTC/USD,BUY,87,109944.02,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 109986.07662239771, ""ema_slow"": 109957.19526573834, ""macd_hist"": -3.5819733626978802, ""rsi"": 50.21072816402466, ""atr"": 89.77552992240875, ""psar"": 109819.3698981478}",,
2025-10-23 17:03:07,BTC/USD,BUY,87,109944.02,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 109986.07662239771, ""ema_slow"": 109957.19526573834, ""macd_hist"": -3.5819733626978802, ""rsi"": 50.21072816402466, ""atr"": 89.77552992240875, ""psar"": 109819.3698981478}",✅ WIN,2025-10-23 17:03:07
2025-10-23 17:06:26,TSLA,BUY,98,434.23,EMA fast>slow; MACD hist rising; PSAR below price; RSI dropping,4,"{""ema_fast"": 433.47064033441484, ""ema_slow"": 432.81322597523047, ""macd_hist"": 0.15496487834899864, ""rsi"": 64.47748795372642, ""atr"": 0.7327516957786414, ""psar"": 432.20679359937856}",,
2025-10-23 17:08:27,TSLA,BUY,98,434.23,EMA fast>slow; MACD hist rising; PSAR below price; RSI dropping,4,"{""ema_fast"": 433.47064033441484, ""ema_slow"": 432.81322597523047, ""macd_hist"": 0.15496487834899864, ""rsi"": 64.47748795372642, ""atr"": 0.7327516957786414, ""psar"": 432.20679359937856}",✅ WIN,2025-10-23 17:08:27
2025-10-23 17:13:28,AAPL,BUY,90,260.495,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 260.4341816744229, ""ema_slow"": 260.2913242390507, ""macd_hist"": -0.018257917444363614, ""rsi"": 63.363949598205586, ""atr"": 0.1374772861055565, ""psar"": 260.24089627443203}",,
2025-10-23 17:15:29,AAPL,BUY,90,260.495,EMA fast>slow; PSAR below price; MACD hist falling,3,"{""ema_fast"": 260.4341816744229, ""ema_slow"": 260.2913242390507, ""macd_hist"": -0.018257917444363614, ""rsi"": 63.363949598205586, ""atr"": 0.1374772861055565, ""psar"": 260.24089627443203}",❌ LOSS,2025-10-23 17:15:29
